PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Empowering farmer for prosperous India: Multiple steps taken to give a major boost to Agriculture Farmers have always been the back-bone of our country & the NDA Government is striving to strengthen this back-bone of the country through innovative and solid measures. Pradhan Mantri Krishi Sinchai Yojana will give a boost to productivity by ensuring irrigation facilities. The Vision is to ensure access to some means of protective Irrigation to all agricultural farms. Farmers are being educated about modern irrigation methods to give 'Per Drop More Crop'. Paramparagat Krishi Vikas Yojana has been launched to motivate groups of farmers to take up organic farming.,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"A sum of Rs 1,740 crore has been allocated for 2019-20 for YSR Aarogyasri. A family with an annual income of less than Rs 5 lakh is eligible to get the benefit for any healthcare which costs above Rs 1,000. For those who have to be confined to bed post-surgery, the govt will pay Rs 225 per day or a maximum of Rs 5,000 per year. Patients with Chronic Kidney Diseases (CKD) and people suffering from other chronic diseases have been promised a monthly pension of Rs 10000.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"They has gain trust by winning hearts of Indians and that's quite an achievement for them as a politicians. Otherwise, name a single big poltician of any other party who can be trusted same as Modi.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Mission Bhageeratha: The aim is to provide healthy drinking water through a tap connection at every single house. It certainly has benefitted both Rural and Urban areas. I got a connection at my house! You will get one soon..,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"GST BILL: This is a significant milestone in India's ongoing efforts to improve its ranking in the World Bank's ease of doing business index, it said. USIBC believes that the GST is a ""game-changer"" that will boost economic growth by streamlining domestic supply chains and removing the compliance burden of contradictory state tax regimes, the council said.This is bound to increase India's global competitiveness as an investment destination, it added.A simplified tax structure can usher in greater compliance, increase the number of tax payers and therefore, widen the tax base resulting in higher tax revenue for the government.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"Congress, even insulted Indian Army and not even a word of condemnation was seen from Rahul or Sonia Gandhi.I hope to see day in congress when it doesn't rule by gandhi family but more honest leaders.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"There are many good things done by Modi government and earned growth in GDP and development. But instead of that, i will say they earned trust more than that.",
CPI(M),ALATHUR,DR. P.K.BIJU,0,"Hammer, Sickle and Star",MALE,Comedy is..they call the workers of the world to unite….and they oppose each other..!,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"When Modi stormed into power in 2014 by winning Lok Sabha election with massive mandate, he delivered a strong message: “We are not here for any positions but for a responsibility”",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,"India becomes the fastest growing large economy in the world under the NDA Government.It has been a historic year for the Indian Economy. From a period of low growth, high inflation and shrinking production, the NDA Government has not only strengthened our macro-economic fundamentals, but has also propelled the economy to a higher growth trajectory. India’s GDP Growth rocketed to 7.4%, which is the fastest among all the large economies of the world.Various rating agencies and think tanks have predicted that India’s growth would accelerate sharply in the next few years under the NDA Government.",
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,Indian National Congress is dead for all practical purposes. In the last seventy years after freedom only now we see laxity and helplessness in the party. The party is neither winning elections or giving any sort of fights to the ruling party.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Beti Bachao, Beti Padhao: Caring for the Girl Child Our Mantra should be: ‘Beta Beti, Ek Samaan’“Let us celebrate the birth of the girl child. We should be equally proud of our daughters. I urge you to sow five plants when your daughter is born to celebrate the occasion.” -PM Narendra Modi to citizens of his adopted village Jayapur. Beti Bachao Beti Padhao (BBBP) was launched by the Prime Minister on 22nd January, 2015 at Panipat, Haryana. BBBP addresses the declining Child Sex Ratio (CSR) and related issues of women empowerment over a life-cycle continuum. It is a tri-ministerial effort of Ministries of Women and Child Development, Health & Family Welfare and Human Resource Development.The District Task Force and Block Task Force have been constituted. Meetings of these forums have organized & clear road maps have been developed and relating to Child Sex Ratio. To reach out the community at a large, awareness generation activities have been being carried out for wider dissemination of the Scheme. Various Rallies have been organized with core participation from various schools, Army schools, Employees of Government Departments, etc.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"Since his actions are unilateral and dictatorial in proposing 3 Capitals instead of 1, Amaravati for the construction of which these farmers have given their fertile lands. The matter is subjudice now.",
TRS,ADILABAD,Godam Nagesh,0,Car,MALE,"Internal rifts overtakes good governance,it might give bad results.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Prime Minister Narendra Modi announced a positive exogenous shock to the country. He declared that in less than four hours, Rs500 and Rs1,000 bills would be demonetized, thereby withdrawing their status as legal tender.This day became the shocking day ever seen in history of the country like India.",
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,"Congress is finding difgicult to even protest against the government on issues. During demonetisation, the party initially thought of taking the issue to people's court. But later chickened out. Either the party lost its moral ground or losing support.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"The Prime Minister of India, Shri Narendra Modi had this year in his Independence Day speech announced the “Start-up India” initiative. This initiative aims at fostering entrepreneurship and promoting innovation by creating an ecosystem that is conducive for growth of Start-ups. ",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Decks cleared for 100 smart cities.,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Started swachh Bharat abhiyaan to commemorate Mahatma Gandhi 150th birth anniversary in the year 2019 by sanitizing India.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Tourism featured prominently in the government’s action plan. Its prime target has been to make India a world class travel destination. In last one year, the visa system underwent a major revamp. Introduction of visa-on-arrival service for all leading nations was a key step in this direction. Moreover, growth has been reportedly observed in the number of foreign tourist arrivals after the Modi government came to power.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Signed MOU's with industries focussing on Solar and renewable energies for a clean and green India.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Cleared defence projects worth 1 lakh crore.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"Trs have enough mla's ,no need of any other party mla's,if you work good ,you can win them in next term.",
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"Indian National Congress and it's leaders have not raised a single issue on its policies and programs. What they have raised are the dresses Modi wear, the number of days of his tours, renaming of UPA programs, etc., which shows bankruptcy of intellect of the party. There are no objective analysis of the policies or programs are attempted. The party has forgotten the same.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Have you ever heard something like this, ""India can do something which America cannot."" Then here is your answer. The evacuation done by India in Yemen not only brought back Indians but also people from other nations including Americans.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Narendra Modi and his team are being criticized for their deeds by the so-called liberals in our country but sadly this intolerance, rising prices and the Bihar elections have overshadowed the commendable job done by him and his team.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Besides the World Bank team visiting India for their poverty count, I don't remember any IT giant visiting India. For the West we were always at bottom of the technology ladder but times have changed in Modi's regime where he not only is a man of honor for these IT giants like Facebook but his presence has made them notice our country and come here. Isn't a success of India? Remember the Android launch in India?",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,Celebrated diwali with soldiers stationed at Siachen(world's highest altitude battleground).This happened for the first time since India's independence.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Signed deals worth 50billion(may be more) for investments in India.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Started ""Make in India "" campaign to make India a manufacturing hub.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,India is one of the economic powerhouse. Narendra Modi and his Ministry is doing all good things to boost up India. Modi and his Ministry have long vision about India’s problems.,
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,"Saved Indian and other nationalities from war torn areas in no time(Yemen, Iraq).",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,Provided immediate and immense help to Nepal during earthquake.Special thanks to armed forces and NDRF.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,radhan Mantri Krishi Sinchai Yojana will give a boost to productivity by ensuring irrigation facilities. The Vision is to ensure access to some means of protective Irrigation to all agricultural farms. Farmers are being educated about modern irrigation methods to give ‘Per Drop More Crop’.Paramparagat Krishi Vikas Yojana has been launched to motivate groups of farmers to take up organic farming. A special scheme has also been launched in North-Eastern Region for promotion of organic farming and export of organic produce.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Started ""MUDRA"" bank with a capital of 20000 crore to give loans at low interest rates to ""MSME"" (micro, small, medium enterprises).",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
TRS,ADILABAD,Godam Nagesh,0,Car,MALE," Hyderabad has uninterrupted power supply, 24/7, am from non commercial area of Hyderabad, if I assume I don't face it, I doubt whether people from uptown areas have it either...",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"In just one sweep, he achieved what crores and crores of budget would be required to run a campaign like #IncredibleIndia",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,A PM who is selflessly working for a better tomorrow at the age of 66years.,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Started ""NITI AAYOG"" to form ""TEAM INDIA"" to ignite the spirit of cooperative federalism.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Modi has redefined federalism by talking of Team India though electoral politics demands confrontation at times like in Bihar.,
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,Earlier when Congress had lost power in 1977 or 1989 or 1996 the party was ebullient. Always in news. Now Congress did not talk even after the establishment of close relationships with Isreal. Either Congress is bankrupt of ideas or afraid that it will be further sidelined in public perception.,
NOTA,ALIPURDUARS,NOTA,0,,,none,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,the IRCTC website and the facilities in the railways. Way better than what it was in the past.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,the response from the government on any issues is just incredible. People are able to connect with the government.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Modi talks of Cleanliness making it the crying need of India. Which PM has done so?Modi personally handles agreements with other nations thus attaching importance to investments,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"In general, people used to say that no politician will do the growth of the country, every one are same. each country is made up of people, if we can change ourselves or serve our country with loyality, then there will be a great change in the country. for e.g. he can just start a programme such as swacch bharat abhiyan (clean india) but if no one from us follow it, he will not be able to accomplish his mission to clean india by his own alone. so, we have to think what we have done for the country, not the modi have done for the nation.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Skill development for employment of huge supply of youth because getting BA / B Sc. does not ensure employ-ability,",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE," Housing for all, because Indian still live in huts after 70 years of independence",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,the response from the government on any issues is just incredible. People are able to connect with the government.,
TRS,ADILABAD,Godam Nagesh,0,Car,MALE,"There is drinking water supply shortage but not in all areas of city, government is working on krishna and godavari water lines, 2 dedicated reservoirs, latest report from irrigation department confirms, increase in ground water, thanx to mission kakathiya.",
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,"Even people have not been talking of Congress or its leaders. In fact of late the news carries no names from Congress. Even Rahul is in news in a insignificant side column. Rahul is never a news maker. If he opens his mouth he exposes himself as a joker. A couple of days before, he called Modi a foreign agent. He has become a greatest joker.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"inclusion of poor in financial system,",
NOTA,ALIPURDUARS,NOTA,1,,,ok,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"The Army. The surgical strike was carried out successfully by the army. The only thing the government did was nodding their head, which the previous governments failed to do.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,ore than announcing/implementing policies and schemes I would like to credit government for understanding the most basic thing. India is 2nd largest populous nation with a diverse land and people. We cant even move a stone without people’s participation. So I pass over this entire credit to Modi for understanding this.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,For all practical purposes Congress is dead as a party.,
NOTA,ALIPURDUARS,NOTA,1,,,ok,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,the Swach bharat abhiyan. Not implemented everywhere but people do think of keep their surroundings clean.,
YSRCP,AMALAPURAM,CHINTA ANURADHA,0,Ceiling Fan,FEMALE,They were cheated because the promise that had bee given by Assembly and which is binding and sacrosanct and infallible on all and on which the Amravati farmers gave is not full filled. To be blunt it is a treachery par worse.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"The Government of India has succeeded in providing road connectivity to 85 per cent of the 178,184 eligible rural habitations in the country under its Pradhan Mantri Gram Sadak Yojana (PMGSY) since its launch in 2014.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"History says that the country with technology will rule the world. British with small army ruled undivided a huge undivided India. Government has understood this and they are giving a big push for research and technology. Even while making deals with other nations, government wants the deal along with technology transfer for which all other nations have agreed as they have no other way.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"A total of 15,183 villages have been electrified in India between April 2015-November 2017 and complete electrification of all villages is expected by May 2018, according to Mr Raj Kumar Singh, Minister of State (IC) for Power and New & Renewable Energy, Government of India.",
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,I think he his maintaining a very good relationship with Modi and he is quick to grasp the winning strategies from Amith shah & Modi. He knows how to get benefits from center and make the development visible for common man. He is expert in convincing the ppl to understand the constraints.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Road construction is faster than it was earlier. There has been a change in methodology of counting road length, but it seems faster even if you factor that in.",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,"Upper level corruption is reduced?—?No huge cases at the ministerial level as of now (but the same was true of UPA I). Lower level seems to be about the same… no one seems to be able to control the thanedar, patwari et al.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,The Government of India has decided to invest Rs 2.11 trillion (US$ 32.9 billion) to recapitalise public sector banks over the next two years and Rs 7 trillion (US$ 109.31billion) for construction of new roads and highways over the next five years.,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Sympathy because of his father's death.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"No , not yet. It is the oldest Party in India. It is true that it seems like it is going to be extinct. What I strongly feel with like minded people, that INC needs a capable, competent, matured, seasoned leader and should get rid of Chamchas, leaders making bla bla and making nonsense statements and comments and useless associates from it’s party and should create an impression that the leaders are not from dynastic tradition. Many senior leaders of this Party made statements that substantially helped to make gains from such statements for BJP. Such leaders should be shown the exit door.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"The Government of India plans to facilitate partnerships between gram panchayats, private companies and other social organisations, to push for rural development under its 'Mission Antyodaya' and has already selected 50,000 panchayats across the country for the same.",
NOTA,ALIPURDUARS,NOTA,0,,,None,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,The Swachh Bharat Mission is a definite success? — Mmore toilets built than before and swachhta is something embedded in people’s minds now.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"The Government of India and the Government of Portugal have signed 11 bilateral agreements in areas of outer space, double taxation, and nano technology, among others, which will help in strengthening the economic ties between the two countries.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Modi will always be a liar.... check his facts. beautiful article. Include the PM Cares trust scam,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"No terror attack in any Indian cities except J&K, during UPA there was a bomb blast everyday somewhere, not to forget 26/11.",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,"Regulation Act (FCRA) was amended to make the BJP, Congress and the Left Parties immune to investigation on their foreign fund sources with retrospective effect from 1976, just when the Delhi High Court was about to order a probe into these donations...",
NOTA,ALIPURDUARS,NOTA,1,,,ok,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Sentiment.(because most people got government's money for their college fees).,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Over the first four years of Modi's premiership, India's GDP grew at an average rate of 7.23%, higher than the rate of 6.39% under the previous government. The level of income inequality increased, while an internal government report said that in 2017, unemployment had increased to its highest level in 45 years.",
NOTA,ALIPURDUARS,NOTA,1,,,ok,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Much less corruption, yes corruption is still there but since we are a democracy it will remain, but see transparency international website, we are in a much higher position since 2014.",
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,Indian National Congress and BJP can never die in indian politics till democracy exists because people will continue to vote for one of these parties,
NOTA,ALIPURDUARS,NOTA,0,,,None,
TRS,ADILABAD,Godam Nagesh,0,Car,MALE,"Trs leader are very arrogant and causing trouble to Normal people and officer. If you had doubt,go check the audio tapes of Trs leader abusing common man and govt officers on yourube ",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Many schemes for the poor, ujjwala scheme, mudra yojana, atal pension, PM suraksha bima, PM jeevan jyoti, to name only a few.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Some people says that everyone are corrupt.why not give a chance to this young blood.,
NOTA,ALIPURDUARS,NOTA,0,,,None,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"All achievements cited were flop show. GST,was a failure with demonetisation there is not one achievement I can think of",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Attack on black money, though effects of demo is not considered as success by many, but if you consider the money which was lying idle in peoples houses which were deposited in banks because of demo, isn’t that an achievement for the govt ?",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,"Worst ever Prime Minister India has ever seen. His only motto is to loot the country, fool the people and use the looted money to win elections.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,The GST subsumed 17 existing indirect taxes to make compliance of taxation laws by the business world simple. The rollout of GST through a special session of Parliament three years ago remains a major highlight of the Modi government.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,He is the only non-Congress prime minister to have won two consecutive majorities in Lok Sabha elections.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Narendra Modi, has plunged into a difficult task of lifting the country from its weakness to strength. He is running from pillar to post to get this done. But his success or failure, depends on the favourable environment, created by his followers, as well as his opponents",
NOTA,ALIPURDUARS,NOTA,1,,,ok,
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,My family had been traditionally supporting Congress till 2014. But my uncle (my Father’s younger brother) is still in support of Congress mainly because he is in direct link with Sajjan Kumar and other leaders from the party. He was asked by Sajjan Kumar to fight the municipal elections in Delhi recently. Knowing Congress had no chance he refused but Sajjan Kumar insisted him too much and he did fight the election but lost miserably.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE," He stepped in with a high spirit, but his support base is struggling for clarity, and also deviating from the main aim of development. He should identify, the forces, engaged in negative activities, and contain them, and get enough strength, to fight against the mounting opposition.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"99.9% of voters are favouring Jagan seeing his caste.They don't want other dominant caste to rule in AP.Putting development at stake supporters of Jagan favour caste.If someone asks the same Question to supporter of Jagan they defend something like this ""Other politicians are looting why can't Jagan do?"".I feel people who have this kind of opinion should also be behind bars.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Started Jan Dhan Yojana where banks opened 14 crore bank accounts of people who are quite marginalized in our society and these banks recieved a sum of 14000 crore deposited by these poor people. The process is still on.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Direct benefit Transfer system where LPG consumers will receive subsidized amount in their bank accounts which apparently will plug leakages, reduce corruption and black marketeering.",
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Every farmer is happy with the Raythu Bandu,
NOTA,ALIPURDUARS,NOTA,0,,,None,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Started accident insurance and life insurance scheme for the marginalized.Pay 12/annum and get 2 lakh insurance and pay 330/annum and get life insurance.,
NOTA,ALIPURDUARS,NOTA,0,,,None,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Every women is happy with 24 hrs power supply,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Every girl is happy with kalyana lakshmi,
TRS,ADILABAD,Godam Nagesh,1,0,Car,MALE,"Shadi mubarak , misson kakathiya ,mission bageratha etc many schemes were successful done by Cm kcr"
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE, municipal floor leader and councillors protesting against the corruptions and illegal construction and other activities for good,
TRS,ADILABAD,Godam Nagesh,0,Car,MALE,"Telangana is suffering; corruption, lawlessness, monarchy, appeasement, unemployment, betrayal of public trust in the state.",
INC,ADILABAD,RATHOD RAMESH,1,Hand,MALE,Save Democracy for the people of Telangana,
NOTA,ADILABAD,NOTA,1,,, Future of Men in India . ,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"And.....a master stroke by BJP.....""the three Agricultural Acts will be repealed""",
BSP,AGRA,Manoj Kumar Soni,1,Elephant,MALE,"Only BSP's Political power is master key,for every India",
INC,AGRA,Preeta Harit,0,Hand,FEMALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,tiredlessly working towards ensuring the MVA Sarkar is accountable for its mistakes.,
NCP,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,0,Clock,MALE,"Just remembering 15,000 crore package to help states, that was declared last year? The worst finance minister ever in India",
VBA,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,1,Cup & Saucer,MALE,Is there any political party in MH other than #VBA who is trying to give representation to transgenders?Answer is big NO...,
BJP,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1,Lotus,MALE,Modi Govt is changing the way public facilities are imagined. Now new swanky Railway stations are being built which will have facilities similar to Airports!So Nice ,
INC,AHMEDABAD EAST,Gitaben Patel,0,Hand,FEMALE,Children Risks their life to reach School in Kheda Gujarat.,
BJP,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,Lotus,MALE,"India's digital revolution is powered by enterprise and innovation of our youth, turning challenges of past into opportunities for future: PM ",
INC,AHMEDABAD WEST,RAJU PARMAR,0,Hand,MALE,Congress INSULTS GUJARATI PEOPLE. WHY ITALI PEOPLE JEALOUS ABOUT GUJARAT MODEL . SO SAD,
NOTA,AHMEDABAD WEST,NOTA,1,,,The party was ok,
BSP,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,1,Elephant,MALE,"To Bring Political Transformation, Social Transformation Is Necessary!So,maintain social transformation and public trust",
BJP,AJMER,Bhagirath Chaudhary,1,Lotus,MALE,"progress , security to woman , corruption-free , all inclusive, globalized life inside of the great historical punya theertha, punya bhoomi ",
INC,AJMER,Riju Jhunjhunwala,1,Hand,MALE,position in congress was Raja.In bjp has been to praja.,
BSP,AJMER,Durga Lal Regar,0,Elephant,MALE,"As far as matter related to the minorities are concerned ,the approach is quite negative !!",
APoI,AJMER,Vishram Babu,1,Coat,MALE,Api is best party,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"And.....a master stroke by BJP.....""the three Agricultural Acts will be repealed""",
BSP,AKBARPUR,Nisha Sachan,1,Elephant,FEMALE,"Only BSP's Political power is master key,for every India",
INC,AKBARPUR,Rajaram Pal,1,Hand,MALE,Congress had a myth to propel to power and stay there for decades.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,tiredlessly working towards ensuring the MVA Sarkar is accountable for its mistakes.,
VBA,AKOLA,Ambedkar (Adv) Prakash Yashwant,0,Cup & Saucer,MALE,Is there any political party in MH other than #VBA who is trying to give representation to transgenders?Answer is big NO...,
INC,AKOLA,Hidayatullah Barakatullah Patel,1,Hand,MALE,"Nanded civic polls brings annand congress,the revival had already began #Congress #incmaharastra we want development ",
CPI(M),ALAPPUZHA,Adv. A M ARIFF,1,"Hammer, Sickle and Star",MALE,MLA mukesh is everything wrong with our system. He should apologize publicly to the student ,
INC,ALAPPUZHA,Adv. SHANIMOL OSMAN,1,Hand,FEMALE,normal politics... ,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE, BJP is set forth for greater things to achieve for the people of Pandalam.,
INC,ALATHUR,RAMYA HARIDAS,1,Hand,FEMALE,You don't know actual map of india and sitting in parliament preaching about indian culture and democracy.Shame on you! ,
CPI(M),ALATHUR,DR. P.K.BIJU,0,"Hammer, Sickle and Star",MALE,MLA mukesh is everything wrong with our system. He should apologize publicly to the student ,
BDJS,ALATHUR,T.V.BABU,1,Pot,MALE,Police Station or Party Office? How #LeftistTerror victims can expect any justice from these biased law enforcers,
BJP,ALIGARH,SATISH KUMAR GAUTAM,1,Lotus,MALE,"And.....a master stroke by BJP.....""the three Agricultural Acts will be repealed""",
BSP,ALIGARH,DR. AJEET BALIYAN,1,Elephant,MALE,"Only BSP's Political power is master key,for every India",
INC,ALIGARH,BIJENDRA SINGH CHAUDHARY,0,Hand,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
BJP,ALIPURDUARS,JOHN BARLA,1,Lotus,MALE,BJP PCMC Social Media Team protest against the autocracies & violence against the BJP karyakartas & supporters in WestBengal.Keep going,
AITC,ALIPURDUARS,DASRATH TIRKEY,0,Flowers and Grass,MALE,Hindu homes were set on fire and bombs were hurled by Muslim mobs  in West Bengal. While #AITC goverment not taking strict actions against this act of vandalism by mob and on abuse of rights of Bengali Hindus.,
RSP,ALIPURDUARS,MILI ORAON,1,Spade & Stoker,FEMALE,"The RSP as part of the Left parties in India, has raised its voice against a number of agendas of the Congress-led UPA government.",
INC,ALIPURDUARS,MOHANLAL BASUMATA,0,Hand,MALE,Poor do not get free ration,
NOTA,ALIPURDUARS,NOTA,1,,,The party was ok,
